ID,Prediction
1,0.21285734
2,0.009783382
3,0.13003711
4,0.029821951
5,0.044660296
6,0.01735895
7,0.0011139013
8,0.46607676
9,0.74611986
10,0.44929472
11,0.0045387116
12,0.1970524
13,0.118766405
14,0.9261118
15,0.0012282009
16,0.15314247
17,0.055588044
18,0.65279806
19,0.66187066
20,0.19192466
21,0.10711248
22,0.03590157
23,0.99716204
24,0.77822274
25,0.03503277
26,0.8157874
27,0.0069848723
28,0.024997666
29,0.1478177
30,0.47219297
31,0.0058790534
32,0.054428026
33,1.6725604e-05
34,0.0008000287
35,0.15937255
36,0.036435373
37,9.728829e-06
38,0.16628502
39,0.08117736
40,0.44771364
41,0.8698612
42,0.002071214
43,0.99231905
44,0.12089683
45,0.0007735036
46,0.00011218563
47,0.00087005313
48,0.386604
49,0.06633189
50,0.18667117
51,3.3438796e-06
52,0.030920256
53,0.6235133
54,0.3708007
55,0.97083503
56,0.15484692
57,0.011245461
58,0.30136955
59,0.2212191
60,0.53421944
61,0.0002978585
62,0.8866032
63,0.002211075
64,0.0002358008
65,0.00072780135
66,0.0070237806
67,1.0
68,0.020045076
69,0.00012150053
70,0.0020551055
71,0.00029994533
72,0.45607746
73,0.0002929807
74,0.048334874
75,0.4935143
76,7.3342846e-05
77,2.3051857e-07
78,0.037417755
79,0.5421599
80,1.7460416e-05
81,0.18517525
82,0.0028175777
83,0.0029373625
84,4.1928368e-05
85,0.10757822
86,0.9774165
87,0.0020615857
88,0.0012701051
89,0.07586286
90,0.8454787
91,0.8051658
92,0.87063634
93,0.0028565407
94,0.015423836
95,0.2840939
96,0.6717075
97,0.0001821381
98,1.8566755e-08
99,0.19100301
100,0.13059916
101,0.7507732
102,0.13555035
103,0.0041862475
104,0.36395842
105,0.7165022
106,0.0055401544
107,0.018471202
108,0.0007007592
109,0.6126996
110,0.32214576
111,0.0021205016
112,0.0018711345
113,0.0048564887
114,0.012195943
115,0.31472725
116,0.020089552
117,0.00012633212
118,2.2855966e-05
119,0.005568203
120,0.12510261
121,0.85896534
122,0.014566806
123,0.8137175
124,0.43241975
125,0.99934965
126,0.00075492455
127,0.11025561
128,0.4229318
129,0.16692474
130,0.28580657
131,0.7585394
132,0.22325139
133,0.7439373
134,0.7239372
135,0.0052041365
136,0.02306096
137,0.0003919749
138,6.578624e-05
139,0.027476437
140,0.00015917487
141,0.15336324
142,0.010679909
143,0.0002919679
144,0.057627324
145,0.09258922
146,0.64949656
147,0.017436823
148,0.039382983
149,0.7964877
150,0.007077665
151,0.5737549
152,0.7061007
153,0.3866988
154,0.0011809574
155,0.4335013
156,0.5742491
157,0.3252697
158,0.0006925424
159,0.0026621025
160,0.13356651
161,0.99829346
162,0.38924876
163,2.054259e-05
164,0.0050910604
165,0.0154326
166,0.3996068
167,0.39224193
168,0.045214005
169,0.010201286
170,0.011217623
171,0.9999563
172,0.00025221246
173,0.040570036
174,0.0003265867
175,0.24678338
176,0.51558167
177,0.041321136
178,0.3182871
179,0.0005182857
180,0.009853512
181,0.6439631
182,0.12984942
183,0.024827925
184,0.10005455
185,4.6448433e-05
186,0.001013125
187,0.010856638
188,0.01789919
189,0.0056371917
190,0.00040657973
191,0.015011159
192,0.20560065
193,0.30632228
194,0.6713486
195,0.11383597
196,0.0006088168
197,0.82391024
198,2.6052636e-05
199,0.4008126
200,0.036695533
201,0.0049089007
202,0.1789205
203,0.0028704475
204,0.014697239
205,0.002729012
206,0.70962995
207,0.15307559
208,0.0011873428
209,0.3749572
210,0.0006265165
211,0.0001314726
212,0.25775877
213,0.0064196573
214,0.008611086
215,0.002339063
216,0.84167343
217,0.000104135645
218,0.05361198
219,0.00027470416
220,0.99925214
221,0.34262812
222,1.9071831e-05
223,0.00063339097
224,1.0
225,0.60406166
226,0.0005241408
227,0.015404398
228,0.015560871
229,1.9693107e-05
230,0.6009825
231,0.8150383
232,0.037476122
233,0.5070727
234,0.43086982
235,0.6993436
236,0.09973284
237,0.020466074
238,0.26991144
239,0.11180386
240,0.009853937
241,0.65583754
242,1.9765279e-05
243,0.012004438
244,0.1544203
245,0.004412136
246,0.70053524
247,0.00067582255
248,0.85870486
249,0.6499648
250,0.620687
251,0.020776527
252,0.2060503
253,0.00037318232
254,3.75676e-05
255,0.3774304
256,0.000666039
257,0.2610542
258,0.91176295
259,0.7477054
260,8.401854e-06
261,0.0052813618
262,0.49306715
263,1.3016076e-05
264,0.08479678
265,0.013057977
266,0.001818459
267,2.595748e-07
268,0.8788573
269,0.049404845
270,0.0012958909
271,0.8352956
272,0.0068890597
273,9.23421e-05
274,0.31137607
275,0.0740704
276,0.25425518
277,0.0700754
278,0.00035410136
279,0.0009399489
280,0.26265252
281,0.9992132
282,0.009367344
283,0.07134644
284,0.0040658084
285,0.0036355206
286,0.57087046
287,0.23937805
288,0.44209194
289,0.0030190803
290,0.60594964
291,0.4105165
292,0.9009077
293,0.00028482627
294,0.14283897
295,0.043298345
296,0.00031611428
297,0.5437509
298,0.47326753
299,0.017649366
300,0.05306402
301,0.7682248
302,0.0008157822
303,7.823814e-05
304,0.1954136
305,0.013203933
306,0.7092914
307,0.0039013606
308,0.7424786
309,0.02033548
310,0.33847484
311,0.0049234238
312,0.30164185
313,0.000689238
314,0.025042087
315,0.00012894193
316,0.009117254
317,0.75494057
318,0.13627674
319,0.39115626
320,0.006519713
321,0.000639434
322,0.15278459
323,0.35175964
324,0.28140175
325,0.5903084
326,0.00082272734
327,6.892819e-05
328,7.5111706e-07
329,0.022627007
330,0.00026380716
331,0.555679
332,0.3098077
333,0.31035212
334,1.1141013e-06
335,0.0035335398
336,0.0055947835
337,0.5221767
338,0.014742536
339,0.25972492
340,0.9380667
341,0.4004327
342,0.7018804
343,0.0024714381
344,0.00022436972
345,0.5013806
346,0.8246136
347,1.5168715e-06
348,0.65525484
349,0.71686864
350,0.10565598
351,0.00034928773
352,0.20075871
353,0.592392
354,0.5395116
355,0.33449042
356,0.0050340593
357,2.6014677e-06
358,0.032826897
359,6.725098e-05
360,0.5020539
361,0.000790801
362,0.10566528
363,0.30252293
364,0.41448218
365,7.3550535e-07
366,0.41227052
367,0.0076719965
368,0.649949
369,0.5790143
370,0.9542457
371,0.30830783
372,0.22474198
373,0.00015333094
374,0.00507462
375,0.01345006
376,0.021668602
377,0.052495845
378,0.001284063
379,0.3631339
380,0.0002698453
381,0.0013166117
382,0.0004517923
383,0.00094056793
384,0.012911882
385,0.027776456
386,4.077515e-06
387,0.9892905
388,0.015581921
389,0.004243928
390,0.00010980702
391,0.08084652
392,0.6273311
393,0.15058845
394,0.038202077
395,0.7799629
396,0.9198092
397,0.6810667
398,0.83675814
399,0.5517272
400,0.4609486
401,0.046680998
402,0.0004878427
403,0.03307178
404,0.08821696
405,0.22284754
406,0.051857926
407,0.0025131449
408,0.54646295
409,0.58017063
410,0.27371642
411,0.76842785
412,0.21180443
413,0.008979312
414,0.26151845
415,0.0006080007
416,0.2886461
417,0.44840708
418,0.7401155
419,0.004811122
420,0.0001401463
421,1.3684697e-05
422,0.0003536188
423,0.00013839337
424,0.73053324
425,0.22332066
426,0.20490517
427,0.17530397
428,0.000567894
429,0.26574686
430,0.003932033
431,0.58799964
432,0.64665705
433,1.2863527e-05
434,0.6251559
435,0.2071736
436,0.04843721
437,0.5245077
438,0.00073529774
439,0.00012702536
440,0.008387387
441,0.5610021
442,0.99466264
443,3.1872096e-06
444,0.80359715
445,0.37815064
446,0.13409859
447,0.00023747333
448,0.00060031237
449,0.80544686
450,0.955383
451,0.998713
452,2.9173778e-05
453,0.0024609084
454,0.6488529
455,0.0030742167
456,0.0022086443
457,0.014535846
458,0.49150372
459,0.02724685
460,0.01274229
461,0.013134931
462,0.22249447
463,0.34593296
464,0.020408407
465,0.097204804
466,1.4621969e-05
467,0.19397259
468,0.0018850457
469,0.57664144
470,0.3409268
471,0.83891845
472,0.016190547
473,0.0935378
474,0.0025288577
475,0.3669258
476,8.2585946e-05
477,0.09659121
478,0.021685088
479,0.91509557
480,0.037932392
481,0.76029205
482,0.0027392053
483,0.062109772
484,0.6345818
485,0.0007518124
486,0.050423864
487,0.34455046
488,0.20507719
489,0.45391122
490,0.4083592
491,3.22717e-05
492,7.511868e-06
493,1.9729874e-05
