ID,Prediction
1,0.49384631340154284
2,0.4768817016854837
3,0.4887876915224045
4,0.49092014523881894
5,0.4863674502107713
6,0.4800600838744356
7,0.4768427335130672
8,0.4983662201900277
9,0.49779999411968945
10,0.5038660689913625
11,0.4781516077344835
12,0.48834620794811456
13,0.499939450821415
14,0.5099251832391916
15,0.4765433514075123
16,0.49014110767669206
17,0.4895920894118199
18,0.5029735606577218
19,0.504258892619461
20,0.4920359056867008
21,0.4800995533202141
22,0.48970609942412147
23,0.5365840372041811
24,0.5086685269391644
25,0.4817548757315328
26,0.4983662201900277
27,0.47412548575685015
28,0.4852861659709025
29,0.476327804958926
30,0.4968477327572555
31,0.4754008784977856
32,0.4853202604716259
33,0.47140235569741396
34,0.4645236862786312
35,0.4915323383350662
36,0.4882427677725031
37,0.44097044721830775
38,0.4885302766487354
39,0.4912383818532556
40,0.5099300093910497
41,0.511875321904777
42,0.4717672845111765
43,0.5328658896673119
44,0.4903494733748599
45,0.4612546766004807
46,0.4465853035624454
47,0.4647802256624014
48,0.5002067031728816
49,0.4843783872817851
50,0.49161707350007455
51,0.4388899563315096
52,0.4779955139276235
53,0.4976016548057527
54,0.496927460908227
55,0.527506550304243
56,0.49475580093102656
57,0.4817479267485456
58,0.4946239765288697
59,0.49942893675696604
60,0.5042997912164044
61,0.4614341441268913
62,0.5030713892339055
63,0.4871334096352528
64,0.45114087008715786
65,0.45417686512196936
66,0.48002823198284184
67,0.5406323907627295
68,0.48846281456141183
69,0.47600102014517126
70,0.47679700076804427
71,0.4739227611593993
72,0.49988399617368806
73,0.4597970178811572
74,0.48222287199515085
75,0.49389637384045604
76,0.4773991042221001
77,0.4667844657714194
78,0.4838064605581185
79,0.5038660689913625
80,0.47602845197742993
81,0.49082355154301105
82,0.48211208001302847
83,0.48183636718094774
84,0.4705064154146476
85,0.4766905161305349
86,0.5225430025436562
87,0.48285347728039046
88,0.4749532845809703
89,0.4925801036226673
90,0.5055308954857466
91,0.5023303929411413
92,0.5092249175597812
93,0.4767894852452253
94,0.4853202604716259
95,0.493112144396426
96,0.5045815744005098
97,0.4592173925356541
98,0.4484582906732874
99,0.49082355154301105
100,0.49402568822385207
101,0.5075936281572433
102,0.4891904015264186
103,0.48025524602206665
104,0.4966526881288737
105,0.5084868798459712
